x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.705483615398407,0.9529388546943665,6.246640964491235e-07,0.6724106073379517,0.9107893705368042,-0.017928441986441612,0.6460866332054138,0.8425083756446838,-0.04020802304148674,0.6481643319129944,0.7723519206047058,-0.05960381031036377,0.6556801795959473,0.7147336602210999,-0.0790981575846672,0.6021667718887329,0.8189826607704163,-0.0637926384806633,0.5771085023880005,0.7384147644042969,-0.09964431077241898,0.5714699625968933,0.6846550703048706,-0.12172254920005798,0.5739978551864624,0.6419064998626709,-0.1349467635154724,0.628364086151123,0.8005525469779968,-0.07266832143068314,0.5912870764732361,0.6890377402305603,-0.11612249910831451,0.5707264542579651,0.6003811359405518,-0.14281223714351654,0.5589300394058228,0.5250676274299622,-0.15890048444271088,0.6726489067077637,0.8033031821250916,-0.07970572263002396,0.6817079186439514,0.6839234232902527,-0.12275910377502441,0.6990854144096375,0.6137502789497375,-0.14232495427131653,0.7136675119400024,0.5557627081871033,-0.15125079452991486,0.7240123152732849,0.8189290165901184,-0.0851476788520813,0.7552241086959839,0.7468281388282776,-0.11858948320150375,0.7670460939407349,0.7059087753295898,-0.12775228917598724,0.7745702266693115,0.6679201126098633,-0.13073889911174774
0.7095813751220703,0.9671498537063599,5.90851527704217e-07,0.6592898964881897,0.9129385352134705,-0.006226282566785812,0.6267760992050171,0.8393266797065735,-0.023724373430013657,0.6215448379516602,0.7693755030632019,-0.041367460042238235,0.6207545399665833,0.7217132449150085,-0.06051187217235565,0.596874475479126,0.8201443552970886,-0.05182550102472305,0.5478583574295044,0.7727975249290466,-0.08972636610269547,0.5306714773178101,0.7611915469169617,-0.1149226501584053,0.5162854194641113,0.7503912448883057,-0.12955345213413239,0.63047856092453,0.8024775981903076,-0.07039058208465576,0.5851408243179321,0.6922518610954285,-0.11229046434164047,0.5579386949539185,0.6066406965255737,-0.1429194211959839,0.539642333984375,0.5333036780357361,-0.16219809651374817,0.6806284785270691,0.8061172962188721,-0.08702767640352249,0.6796831488609314,0.6868587136268616,-0.13142621517181396,0.6947745680809021,0.6017912030220032,-0.1569817215204239,0.7081332802772522,0.5327476859092712,-0.16980820894241333,0.7372261881828308,0.8227391839027405,-0.10102931410074234,0.7657405138015747,0.7438884377479553,-0.13793668150901794,0.7869932055473328,0.6901443004608154,-0.14879216253757477,0.8016092777252197,0.6468684673309326,-0.15259751677513123
0.6862829327583313,0.9598037004470825,5.891184855499887e-07,0.6325051188468933,0.9563613533973694,-0.018292756751179695,0.587426483631134,0.9363181591033936,-0.04351183399558067,0.5575047731399536,0.9280734658241272,-0.06934896111488342,0.5277566909790039,0.9280797243118286,-0.09805844724178314,0.5697900652885437,0.7946675419807434,-0.052326127886772156,0.5119420289993286,0.755681574344635,-0.09075199067592621,0.5011330842971802,0.7990219593048096,-0.1185443103313446,0.501841127872467,0.8377286791801453,-0.13322722911834717,0.6133773922920227,0.7524833679199219,-0.06811612099409103,0.565090000629425,0.6475738883018494,-0.10108799487352371,0.5389230847358704,0.5743056535720825,-0.13112139701843262,0.5207076072692871,0.5031557083129883,-0.15210111439228058,0.6642547249794006,0.7500061392784119,-0.0847640335559845,0.6652188301086426,0.6316871643066406,-0.12578792870044708,0.6731142401695251,0.5445763468742371,-0.16079138219356537,0.6771880984306335,0.46603429317474365,-0.1823369711637497,0.7199397087097168,0.7749279737472534,-0.09945008903741837,0.7515184283256531,0.6886048316955566,-0.13534490764141083,0.7759668231010437,0.6278619766235352,-0.14866776764392853,0.7965978980064392,0.5760930180549622,-0.15525180101394653
0.6591357588768005,0.9767089486122131,5.802768328067032e-07,0.596086323261261,0.9782774448394775,-0.026833172887563705,0.5375697612762451,0.9410644769668579,-0.05423785746097565,0.4974309802055359,0.920992374420166,-0.08157195150852203,0.4794165790081024,0.9098960161209106,-0.10848840326070786,0.5380339026451111,0.7626047730445862,-0.045110076665878296,0.4838656187057495,0.7189080119132996,-0.09561692923307419,0.47603198885917664,0.7786461114883423,-0.1335291862487793,0.4804287254810333,0.8335802555084229,-0.151277095079422,0.5850481986999512,0.7236490845680237,-0.05738876014947891,0.543921947479248,0.6027418375015259,-0.09441158920526505,0.5178349614143372,0.5210328102111816,-0.12276141345500946,0.49334514141082764,0.4439716339111328,-0.13961368799209595,0.6396560668945312,0.7297621965408325,-0.07402807474136353,0.6438065767288208,0.5933148860931396,-0.11645232141017914,0.6477130055427551,0.5036242008209229,-0.14643409848213196,0.6447468996047974,0.4216793477535248,-0.16158375144004822,0.6957111954689026,0.7718214392662048,-0.09045414626598358,0.7320025563240051,0.6678162813186646,-0.12298408150672913,0.7584205269813538,0.6022053956985474,-0.13152219355106354,0.7795590162277222,0.5445188879966736,-0.13299725949764252
0.6617886424064636,0.9882704019546509,3.55989953959579e-07,0.5904853343963623,0.9776833057403564,-0.02444485016167164,0.5245909094810486,0.9409427642822266,-0.051158953458070755,0.48361101746559143,0.9247658252716064,-0.07943911850452423,0.47698867321014404,0.9083662033081055,-0.10772886872291565,0.5363022089004517,0.7613183259963989,-0.0371503084897995,0.4811469316482544,0.7242909669876099,-0.08727181702852249,0.47054362297058105,0.7949376106262207,-0.12622055411338806,0.4739784896373749,0.8555989265441895,-0.14576944708824158,0.5846174955368042,0.7216514348983765,-0.05188802629709244,0.5414062142372131,0.6018770933151245,-0.08672627061605453,0.5133458375930786,0.5211347341537476,-0.11543028056621552,0.487549364566803,0.4417530596256256,-0.13430748879909515,0.640049159526825,0.7265879511833191,-0.07185985893011093,0.6438263058662415,0.5920617580413818,-0.11295974254608154,0.6487411260604858,0.5060213804244995,-0.1428505927324295,0.646700382232666,0.4269251823425293,-0.15929174423217773,0.6947052478790283,0.767809271812439,-0.09172521531581879,0.7350935935974121,0.6692065596580505,-0.12372063845396042,0.7624136209487915,0.6050083637237549,-0.13186033070087433,0.7821416854858398,0.5468288660049438,-0.13415521383285522
0.6639949083328247,0.9674075841903687,3.7066732261337165e-07,0.5922191739082336,0.958255410194397,-0.025572722777724266,0.526894211769104,0.9256653189659119,-0.052344344556331635,0.4833237826824188,0.9018661975860596,-0.08041747659444809,0.469965398311615,0.8673229217529297,-0.10650213807821274,0.5296409130096436,0.7401583790779114,-0.03322277590632439,0.46775490045547485,0.6950287818908691,-0.08394809812307358,0.4578526020050049,0.758094072341919,-0.12250737100839615,0.46763771772384644,0.8155517578125,-0.14136941730976105,0.5747349262237549,0.6979765295982361,-0.04603482410311699,0.5288811922073364,0.5717543959617615,-0.08066757023334503,0.5022849440574646,0.48972615599632263,-0.1073857992887497,0.4796507954597473,0.40989959239959717,-0.12453386932611465,0.628415048122406,0.6963398456573486,-0.06494292616844177,0.6275991797447205,0.5649821758270264,-0.1051519364118576,0.6322569847106934,0.4789959192276001,-0.13271461427211761,0.6313425302505493,0.3986634314060211,-0.14731761813163757,0.683711051940918,0.73219895362854,-0.08439716696739197,0.7167378067970276,0.6325682997703552,-0.11543802917003632,0.7444261312484741,0.568956732749939,-0.12366557866334915,0.7662919163703918,0.510655403137207,-0.12565016746520996
0.6550917029380798,0.9578379988670349,2.8572191013154224e-07,0.5839812755584717,0.9463860988616943,-0.028113413602113724,0.5176822543144226,0.9128600358963013,-0.055322252213954926,0.47042110562324524,0.8885624408721924,-0.08350952714681625,0.459919273853302,0.8481999039649963,-0.10941584408283234,0.5200331807136536,0.7233575582504272,-0.03271521255373955,0.456003338098526,0.6743221282958984,-0.08327875286340714,0.44562622904777527,0.7409096360206604,-0.12134266644716263,0.45514118671417236,0.8021373748779297,-0.13997326791286469,0.5638065934181213,0.6804346442222595,-0.04361701011657715,0.516432523727417,0.5568034648895264,-0.07698849588632584,0.4889204502105713,0.4777655601501465,-0.10255780071020126,0.4654771685600281,0.40194547176361084,-0.11933407187461853,0.6170375347137451,0.6776237487792969,-0.061288196593523026,0.6173456311225891,0.5427106618881226,-0.10033631324768066,0.6204957962036133,0.45596200227737427,-0.12733961641788483,0.6183202266693115,0.37756606936454773,-0.14222276210784912,0.6728717684745789,0.7126649618148804,-0.0799531638622284,0.7054274678230286,0.6151710748672485,-0.11167853325605392,0.7306267023086548,0.5501737594604492,-0.1214604526758194,0.7496820688247681,0.4912475049495697,-0.124705970287323
0.6612856984138489,0.9597133994102478,2.4785845198493917e-07,0.5894766449928284,0.9505879878997803,-0.031958453357219696,0.5193837285041809,0.9160901308059692,-0.06133977696299553,0.4686813950538635,0.8931781053543091,-0.09150758385658264,0.4592505693435669,0.8496082425117493,-0.11946695297956467,0.522325873374939,0.7235086560249329,-0.03638443723320961,0.46077796816825867,0.6741914749145508,-0.08988645672798157,0.45021143555641174,0.7442610859870911,-0.13090918958187103,0.4594705402851105,0.80727219581604,-0.15147127211093903,0.5656580924987793,0.6799095273017883,-0.04634230583906174,0.5195983052253723,0.557157039642334,-0.08092959225177765,0.49137380719184875,0.4767577648162842,-0.10867561399936676,0.4678362309932709,0.39781618118286133,-0.12725545465946198,0.6186420917510986,0.6774463653564453,-0.06345565617084503,0.6173045635223389,0.5408023595809937,-0.10325658321380615,0.6173238754272461,0.45480602979660034,-0.13224945962429047,0.6135171055793762,0.37444478273391724,-0.1489214152097702,0.6739044189453125,0.7136794328689575,-0.0819239690899849,0.7095039486885071,0.6184448003768921,-0.11512160301208496,0.734207034111023,0.5528237819671631,-0.12665106356143951,0.7531671524047852,0.4904208183288574,-0.13122686743736267
0.6534459590911865,0.9493061304092407,2.5761121946743515e-07,0.5820837616920471,0.9384477138519287,-0.027420146390795708,0.5127527117729187,0.9033500552177429,-0.05335630849003792,0.46346211433410645,0.8804835081100464,-0.08048474788665771,0.4509428143501282,0.8368304967880249,-0.10553622990846634,0.5156601071357727,0.7108702063560486,-0.032713111490011215,0.4505079984664917,0.6622491478919983,-0.08367668837308884,0.43784013390541077,0.7309411764144897,-0.12287244200706482,0.44602519273757935,0.7918435335159302,-0.14259865880012512,0.5581161975860596,0.6675997376441956,-0.04414679855108261,0.5100762248039246,0.5428337454795837,-0.07659325748682022,0.48132187128067017,0.4615709185600281,-0.10257813334465027,0.45676982402801514,0.38237690925598145,-0.12031760066747665,0.6111800670623779,0.6649515628814697,-0.062359247356653214,0.6111983060836792,0.5306904315948486,-0.10062626749277115,0.6130503416061401,0.4449259340763092,-0.1288500726222992,0.609816312789917,0.3654567301273346,-0.1452152281999588,0.6671907305717468,0.6998170614242554,-0.0816279798746109,0.7012035250663757,0.6030780076980591,-0.11420249938964844,0.7259511947631836,0.5376454591751099,-0.12561272084712982,0.7443730235099792,0.4759155511856079,-0.1302649825811386
0.6502886414527893,0.9454203844070435,2.7429956617197604e-07,0.5770884156227112,0.9313946962356567,-0.027677055448293686,0.5046883225440979,0.8905212879180908,-0.05465862527489662,0.45157361030578613,0.8633535504341125,-0.08312956988811493,0.44784173369407654,0.8217694759368896,-0.10935976356267929,0.5092836022377014,0.7042324542999268,-0.03116646595299244,0.4451536238193512,0.6560814380645752,-0.08316883444786072,0.4352571964263916,0.7247806787490845,-0.12296082079410553,0.4451304078102112,0.7847082614898682,-0.14301739633083344,0.5518707036972046,0.6612606644630432,-0.04283595830202103,0.5052148103713989,0.5365104079246521,-0.07818356156349182,0.47652357816696167,0.45240849256515503,-0.10552244633436203,0.45267966389656067,0.37057381868362427,-0.1234777420759201,0.6047036647796631,0.6587647199630737,-0.061373982578516006,0.6055048108100891,0.522913932800293,-0.10112272202968597,0.6077300906181335,0.4360727369785309,-0.12899565696716309,0.6056784987449646,0.3556259870529175,-0.14441996812820435,0.6594862341880798,0.694071352481842,-0.08105283975601196,0.6930067539215088,0.5978038311004639,-0.11300773173570633,0.7181757688522339,0.5313178300857544,-0.12358003854751587,0.7377219796180725,0.4682234525680542,-0.1275012344121933
